Region,Category,Crafting Process,Base Material Price,Dimensions,Hours of Labor,Transport Distance,Price
Central India,Textiles,Handmade,1272.27,4626.58,57.0,217.5,2101.95
Central India,Bamboo Products,Handwoven,749.55,5541.26,37.2,170.6,1296.22
North India,Painting & Decorative Arts,Hand-Painted,1991.51,8889.39,93.7,1.2,3486.75
West India,Painting & Decorative Arts,Handmade,986.36,1136.14,6.4,718.5,1248.08
Central India,Textiles,Hand-Painted,997.48,8244.21,67.7,112.0,1952.89
North India,Textiles,Hand-Painted,1153.41,2179.47,89.2,244.6,2429.95
West India,Textiles,Machine-Assisted,1837.67,4001.43,80.6,298.6,2587.12
South India,Bamboo Products,Hand-Painted,1611.6,3234.36,19.2,560.8,2158.03
North India,Toys,Handwoven,929.7,4061.54,30.3,398.6,1425.59
East India,Textiles,Machine-Assisted,1451.46,1589.91,72.0,675.0,2129.01
North India,Textiles,Machine-Assisted,1193.16,5085.34,9.3,56.6,1220.73
North India,Terracotta Pottery,Machine-Assisted,1010.12,8036.26,81.4,124.8,1816.44
West India,Bamboo Products,Handmade,425.02,4471.19,72.2,499.7,1333.1
South India,Textiles,Handmade,954.68,4957.07,73.2,337.6,2069.36
East India,Terracotta Pottery,Hand-Painted,529.35,8502.8,10.9,296.5,786.31
Central India,Painting & Decorative Arts,Machine-Assisted,1833.94,7089.98,72.1,68.0,2551.45
Central India,Textiles,Machine-Assisted,704.04,4955.5,68.3,895.8,1347.17
North India,Textiles,Handwoven,1906.91,2651.19,83.3,692.1,3306.92
West India,Terracotta Pottery,Hand-Painted,1089.46,8860.77,5.1,122.5,1403.09
West India,Bamboo Products,Handwoven,1281.51,5812.5,3.3,66.0,1584.55
Central India,Textiles,Hand-Painted,1108.73,2289.36,37.9,974.9,1865.46
East India,Painting & Decorative Arts,Hand-Painted,302.29,2764.29,15.7,681.5,574.13
South India,Textiles,Handmade,782.85,8051.02,56.3,418.0,1660.7
East India,Painting & Decorative Arts,Handmade,243.33,537.04,91.8,702.0,1400.27
South India,Toys,Handwoven,1264.76,9921.71,39.8,756.6,2029.1
Central India,Toys,Hand-Painted,921.4,1390.48,84.7,780.2,2082.24
South India,Painting & Decorative Arts,Machine-Assisted,1567.07,7981.08,1.0,478.4,1554.15
West India,Bamboo Products,Handmade,479.92,4008.28,17.7,430.5,805.77
North India,Textiles,Machine-Assisted,370.9,4972.94,4.0,12.0,428.0
North India,Textiles,Handwoven,842.35,8818.44,33.5,926.6,1438.2
Central India,Toys,Handmade,1856.84,4187.82,90.9,603.7,3374.03
West India,Painting & Decorative Arts,Handmade,1435.32,5421.19,10.6,204.0,1778.34
East India,Textiles,Hand-Painted,866.9,588.07,61.0,919.7,1723.56
West India,Textiles,Handwoven,1058.68,123.24,45.7,915.0,1830.29
North India,Bamboo Products,Hand-Painted,214.22,2523.52,93.9,989.2,1347.65
North India,Terracotta Pottery,Handmade,1969.92,6837.77,13.1,874.2,2689.99
West India,Toys,Handwoven,1349.49,1300.52,22.0,997.8,1909.17
West India,Toys,Handmade,606.54,1226.24,3.9,245.4,770.73
North India,Terracotta Pottery,Handwoven,1192.33,4168.51,44.0,842.4,1933.02
East India,Textiles,Handmade,263.49,6513.59,28.5,823.2,634.18
Central India,Bamboo Products,Machine-Assisted,1933.38,7149.51,87.1,231.7,2805.89
Central India,Bamboo Products,Machine-Assisted,390.83,1866.66,60.9,99.3,1005.43
West India,Toys,Hand-Painted,1313.66,887.92,61.8,979.4,2295.16
Central India,Bamboo Products,Machine-Assisted,528.64,9409.93,53.7,296.7,1051.98
North India,Terracotta Pottery,Handmade,1449.24,2680.6,10.1,871.0,1927.5
North India,Textiles,Handmade,1564.8,8548.13,45.1,5.1,2488.19
West India,Terracotta Pottery,Machine-Assisted,1363.17,8648.57,100.0,22.0,2375.77
West India,Painting & Decorative Arts,Hand-Painted,1248.27,7747.97,83.7,466.4,2435.26
West India,Toys,Machine-Assisted,1790.31,1771.45,89.5,239.5,2712.24
East India,Bamboo Products,Handwoven,203.32,8235.83,82.5,690.2,1311.7
Central India,Painting & Decorative Arts,Handwoven,695.28,7715.58,11.2,566.0,1037.23
West India,Bamboo Products,Handwoven,534.16,6007.56,23.5,78.4,959.71
South India,Textiles,Machine-Assisted,1976.63,3438.3,1.3,163.5,2060.75
South India,Textiles,Machine-Assisted,809.31,2698.84,31.0,388.7,1121.98
North India,Textiles,Machine-Assisted,1478.59,1306.7,11.8,186.4,1628.0
Central India,Bamboo Products,Handwoven,1385.21,5146.59,47.8,792.4,2201.81
West India,Painting & Decorative Arts,Hand-Painted,463.56,5894.08,68.0,416.7,1386.89
South India,Textiles,Handmade,516.05,3657.46,87.6,94.3,1736.94
Central India,Painting & Decorative Arts,Machine-Assisted,598.5,4806.05,75.2,484.9,1321.03
North India,Bamboo Products,Hand-Painted,851.7,3698.79,93.9,91.7,2105.77
East India,Painting & Decorative Arts,Handmade,506.93,6445.96,6.3,129.8,688.79
Central India,Bamboo Products,Handmade,88.32,9022.47,2.2,240.4,121.05
Central India,Bamboo Products,Handmade,1764.82,1722.81,66.5,859.7,2948.24
East India,Toys,Hand-Painted,1932.94,3875.95,29.6,924.7,2652.07
Central India,Bamboo Products,Hand-Painted,716.06,1494.6,26.1,826.4,1258.39
North India,Bamboo Products,Handwoven,710.09,6286.94,33.8,334.7,1193.22
North India,Terracotta Pottery,Hand-Painted,63.83,7315.82,27.7,273.2,471.68
East India,Textiles,Hand-Painted,1376.49,9325.94,51.6,549.6,2232.75
West India,Toys,Hand-Painted,1659.61,2860.83,44.6,722.1,2436.93
South India,Toys,Handmade,335.89,9507.09,51.7,993.4,1035.36
West India,Toys,Machine-Assisted,361.35,726.3,67.6,132.4,1024.62
Central India,Terracotta Pottery,Handwoven,1590.66,6069.84,39.3,50.2,2324.91
South India,Bamboo Products,Machine-Assisted,1251.77,665.61,25.9,694.7,1426.7
East India,Textiles,Machine-Assisted,137.48,8948.36,17.5,832.4,312.06
East India,Painting & Decorative Arts,Hand-Painted,1263.97,5345.11,35.6,846.5,1992.76
South India,Bamboo Products,Handwoven,652.39,6726.55,74.4,678.8,1704.92
North India,Terracotta Pottery,Machine-Assisted,769.01,8332.58,75.9,954.1,1530.85
South India,Bamboo Products,Machine-Assisted,1550.98,1588.08,67.0,511.5,2244.92
Central India,Bamboo Products,Handwoven,1631.32,482.06,24.2,913.9,2246.62
North India,Terracotta Pottery,Hand-Painted,830.7,8800.92,59.2,967.8,1635.75
East India,Toys,Machine-Assisted,1896.95,3217.84,57.5,847.3,2400.91
South India,Toys,Handmade,842.6,1376.89,48.9,310.4,1587.76
West India,Textiles,Machine-Assisted,1555.08,4737.77,55.4,197.0,2101.05
West India,Textiles,Handmade,993.56,6023.23,49.7,548.6,1831.22
Central India,Toys,Hand-Painted,1800.19,406.61,57.0,453.6,2882.09
West India,Painting & Decorative Arts,Machine-Assisted,1820.13,2821.47,71.8,877.9,2568.39
South India,Bamboo Products,Handwoven,220.46,424.72,11.9,100.9,393.34
South India,Painting & Decorative Arts,Handwoven,1876.16,4261.32,75.2,258.5,3084.76
West India,Bamboo Products,Machine-Assisted,1659.79,8961.49,14.5,752.0,1825.39
South India,Toys,Hand-Painted,1593.06,9828.26,7.6,95.9,2029.13
Central India,Textiles,Hand-Painted,441.78,6406.77,97.6,321.4,1581.91
North India,Textiles,Handwoven,1619.98,1700.21,95.7,387.8,3050.66
Central India,Painting & Decorative Arts,Machine-Assisted,1707.76,9067.91,7.0,623.0,1743.21
Central India,Textiles,Hand-Painted,613.84,5210.85,44.9,159.0,1281.33
South India,Toys,Handwoven,1906.91,1622.12,19.4,860.7,2480.92
North India,Painting & Decorative Arts,Handmade,147.23,9225.09,49.0,448.1,762.77
South India,Bamboo Products,Machine-Assisted,342.32,7598.94,83.2,917.1,1163.79
East India,Textiles,Handmade,1098.28,7343.88,95.1,468.4,2451.18
South India,Terracotta Pottery,Handmade,1172.8,7120.89,63.8,275.8,2137.14
South India,Textiles,Hand-Painted,1308.04,2083.36,36.0,142.7,1969.7
South India,Bamboo Products,Hand-Painted,83.09,2188.97,60.7,4.7,774.09
North India,Painting & Decorative Arts,Hand-Painted,1922.72,6914.1,31.9,532.6,2709.07
South India,Bamboo Products,Machine-Assisted,136.95,2275.26,91.1,108.0,1076.51
North India,Terracotta Pottery,Handmade,328.97,4442.85,87.2,392.3,1402.63
West India,Toys,Machine-Assisted,77.33,7841.82,56.3,589.7,716.36
East India,Textiles,Hand-Painted,1155.37,7861.13,33.2,276.4,1769.11
North India,Painting & Decorative Arts,Handmade,1867.92,4587.29,30.0,176.0,2678.01
West India,Toys,Machine-Assisted,1348.6,7942.68,4.3,774.9,1359.49
North India,Bamboo Products,Machine-Assisted,1654.18,8402.36,81.8,946.8,2370.85
North India,Painting & Decorative Arts,Handwoven,75.9,6582.28,45.6,101.3,658.39
East India,Toys,Machine-Assisted,1106.93,2361.42,33.2,156.4,1451.36
Central India,Painting & Decorative Arts,Hand-Painted,946.15,2812.72,47.6,960.1,1708.3
Central India,Terracotta Pottery,Machine-Assisted,1022.99,3216.93,82.1,38.7,1811.88
North India,Terracotta Pottery,Handmade,190.82,1256.36,13.3,977.7,386.86
South India,Textiles,Machine-Assisted,1384.65,2804.28,85.9,5.6,2218.09
West India,Textiles,Handwoven,1031.28,2174.24,89.9,873.8,2301.22
South India,Terracotta Pottery,Handmade,1542.04,4607.75,94.7,308.0,3028.93
South India,Painting & Decorative Arts,Handmade,996.32,9093.53,40.4,938.7,1689.59
North India,Terracotta Pottery,Handwoven,341.29,1134.36,22.5,317.6,710.05
North India,Textiles,Hand-Painted,1314.1,7230.65,38.0,654.7,2021.33
North India,Terracotta Pottery,Handmade,386.15,6904.1,34.0,81.0,854.28
North India,Terracotta Pottery,Hand-Painted,1751.17,1047.97,18.4,243.1,2264.53
Central India,Painting & Decorative Arts,Handmade,1245.58,9233.47,61.1,773.9,2209.39
North India,Toys,Handmade,356.55,5727.87,48.2,529.2,840.2
Central India,Textiles,Hand-Painted,1926.56,3700.88,86.7,928.0,3322.76
Central India,Painting & Decorative Arts,Handmade,1060.81,7589.73,4.2,429.3,1319.28
North India,Terracotta Pottery,Hand-Painted,192.15,2647.92,64.7,869.9,1035.16
East India,Terracotta Pottery,Handwoven,1272.32,6965.75,76.5,449.5,2431.35
West India,Toys,Hand-Painted,543.74,493.14,76.2,979.3,1584.27
South India,Textiles,Handwoven,1617.2,8410.14,88.7,959.9,2896.05
Central India,Textiles,Handmade,1644.75,4536.89,73.2,329.8,2849.26
West India,Bamboo Products,Hand-Painted,1958.95,6403.26,92.9,886.0,3381.56
East India,Textiles,Handmade,1028.65,2290.25,33.9,847.8,1580.76
South India,Toys,Hand-Painted,937.17,6803.03,50.8,211.5,1724.85
South India,Bamboo Products,Handwoven,1519.28,7745.18,2.4,624.7,1915.75
Central India,Bamboo Products,Handwoven,308.32,4784.81,1.7,73.6,408.94
North India,Terracotta Pottery,Hand-Painted,1116.49,6215.5,24.8,836.9,1638.3
East India,Terracotta Pottery,Handwoven,1115.18,4617.63,11.0,175.4,1469.24
Central India,Textiles,Handmade,224.47,8951.5,26.8,71.7,555.28
East India,Bamboo Products,Handmade,865.07,5028.9,18.5,400.8,1232.88
North India,Terracotta Pottery,Machine-Assisted,1713.91,8433.91,3.8,577.3,1773.28
North India,Toys,Handwoven,1719.5,8033.39,91.0,855.1,3086.13
Central India,Terracotta Pottery,Handmade,243.51,4164.0,1.8,974.3,343.46
North India,Terracotta Pottery,Hand-Painted,226.91,2377.84,73.9,440.1,1139.67
West India,Bamboo Products,Handwoven,562.26,4120.21,16.1,61.4,909.19
South India,Bamboo Products,Handmade,1755.79,8279.55,91.3,749.4,3250.6
Central India,Painting & Decorative Arts,Handwoven,301.36,2353.56,89.4,565.6,1350.78
East India,Toys,Hand-Painted,1453.99,5291.92,65.7,448.4,2504.11
West India,Bamboo Products,Handmade,247.27,8080.36,67.6,310.0,1065.15
Central India,Textiles,Machine-Assisted,1265.12,3599.43,1.5,502.9,1189.48
North India,Toys,Machine-Assisted,744.33,6457.88,98.5,339.3,1677.7
North India,Toys,Handwoven,1588.38,2531.75,87.9,757.3,3082.92
North India,Bamboo Products,Hand-Painted,505.7,1181.87,89.6,544.3,1712.52
North India,Toys,Handmade,1296.44,7964.4,66.3,877.0,2447.19
East India,Bamboo Products,Hand-Painted,509.58,1079.79,35.1,544.0,1074.15
West India,Terracotta Pottery,Handmade,1441.64,2786.68,89.5,239.0,2766.88
South India,Painting & Decorative Arts,Handwoven,1753.67,8565.58,29.9,851.2,2444.12
East India,Terracotta Pottery,Handmade,297.26,3530.05,56.7,557.7,1066.53
East India,Bamboo Products,Hand-Painted,1739.86,9733.15,10.9,207.6,2240.51
South India,Bamboo Products,Hand-Painted,1207.47,9799.37,92.3,623.9,2527.7
South India,Terracotta Pottery,Handwoven,297.87,2755.93,14.9,358.4,460.74
North India,Textiles,Hand-Painted,883.71,505.68,23.3,844.6,1504.44
East India,Textiles,Handmade,363.68,7080.13,56.3,453.8,1104.96
Central India,Textiles,Handwoven,1415.68,4564.77,76.6,726.7,2601.73
South India,Bamboo Products,Handmade,1529.79,1097.45,62.3,96.4,2589.01
South India,Toys,Hand-Painted,256.3,7104.48,24.0,396.6,583.42
West India,Bamboo Products,Handwoven,1036.97,408.63,1.1,983.3,1263.7
Central India,Toys,Handmade,1638.52,8714.95,76.0,808.7,2942.57
Central India,Terracotta Pottery,Hand-Painted,1875.52,1472.66,98.5,160.8,3426.4
South India,Painting & Decorative Arts,Hand-Painted,1051.36,1360.39,81.2,278.5,2177.9
North India,Toys,Machine-Assisted,1903.04,1839.16,46.6,330.5,2360.96
West India,Textiles,Hand-Painted,1094.59,9606.64,90.5,650.7,2376.29
Central India,Bamboo Products,Handmade,818.67,6962.38,41.6,757.2,1552.8
South India,Terracotta Pottery,Handwoven,1704.0,8033.58,53.0,749.8,2739.36
Central India,Textiles,Machine-Assisted,1011.32,4036.59,48.2,510.4,1498.7
West India,Terracotta Pottery,Hand-Painted,970.21,3429.5,45.3,811.0,1643.92
West India,Painting & Decorative Arts,Hand-Painted,1006.11,2421.39,77.7,437.6,2078.44
East India,Bamboo Products,Hand-Painted,1701.23,4858.42,53.2,124.8,2680.63
South India,Bamboo Products,Handmade,1672.29,5563.1,32.4,564.9,2412.36
West India,Painting & Decorative Arts,Machine-Assisted,836.86,6354.57,26.6,952.3,1084.13
East India,Bamboo Products,Handmade,699.93,2645.47,4.7,793.2,872.31
East India,Toys,Machine-Assisted,1009.26,9491.68,58.7,579.1,1566.62
Central India,Terracotta Pottery,Handwoven,1166.91,1780.61,23.8,647.2,1684.72
Central India,Textiles,Handmade,514.76,9659.97,15.7,930.6,686.97
East India,Painting & Decorative Arts,Handmade,1598.21,247.08,65.7,428.9,2651.19
Central India,Toys,Handwoven,998.64,4863.14,68.4,332.1,1987.82
West India,Textiles,Machine-Assisted,701.39,3400.34,75.5,977.3,1516.77
North India,Textiles,Hand-Painted,258.3,4546.32,50.9,863.6,880.07
West India,Painting & Decorative Arts,Handwoven,515.75,5749.58,89.5,323.7,1701.92
East India,Toys,Hand-Painted,1901.1,4412.33,93.7,464.3,3417.05
East India,Textiles,Hand-Painted,644.94,4206.98,80.9,415.7,1809.62
West India,Textiles,Handwoven,379.28,7353.96,63.9,149.9,1285.06
Central India,Toys,Machine-Assisted,948.31,6890.18,31.1,957.9,1256.43
Central India,Bamboo Products,Hand-Painted,648.82,8349.39,98.3,404.9,1934.41
East India,Textiles,Handwoven,118.56,2574.59,28.1,875.5,446.28
South India,Terracotta Pottery,Handmade,680.13,6134.33,21.1,190.2,1057.3
Central India,Toys,Handmade,1111.01,5893.43,44.8,548.3,1849.11
West India,Textiles,Handmade,1125.84,3760.4,6.6,24.9,1457.89
Central India,Painting & Decorative Arts,Handwoven,745.29,4911.97,97.9,764.5,2090.16
West India,Terracotta Pottery,Handmade,922.24,3206.44,59.3,581.3,1847.88
East India,Textiles,Hand-Painted,1932.76,1504.26,56.1,626.0,3055.48
Central India,Terracotta Pottery,Handmade,785.83,2216.63,65.9,52.7,1826.94
West India,Terracotta Pottery,Handmade,553.54,1144.59,50.2,211.8,1272.88
East India,Bamboo Products,Hand-Painted,524.76,6862.39,4.2,75.3,735.09
South India,Terracotta Pottery,Handmade,942.64,6641.2,61.6,289.6,1852.78
West India,Bamboo Products,Hand-Painted,1531.06,9511.0,71.9,627.8,2759.32
South India,Toys,Handmade,451.68,7323.82,42.3,566.6,1102.69
South India,Bamboo Products,Hand-Painted,1433.13,615.25,76.0,612.5,2682.18
North India,Painting & Decorative Arts,Handmade,91.24,8854.03,23.5,549.7,396.19
Central India,Textiles,Hand-Painted,866.92,8640.48,22.9,273.8,1281.69
West India,Toys,Handwoven,1562.94,4488.87,17.0,245.3,2009.8
South India,Toys,Hand-Painted,710.53,5900.04,37.8,137.9,1304.23
North India,Painting & Decorative Arts,Handmade,1149.29,9763.18,84.9,849.2,2474.6
East India,Bamboo Products,Handmade,449.71,5369.81,83.0,616.9,1520.16
West India,Textiles,Machine-Assisted,1496.89,9062.69,38.9,187.3,1925.15
South India,Bamboo Products,Hand-Painted,151.94,922.08,59.3,178.0,936.13
Central India,Terracotta Pottery,Handwoven,1712.46,1991.41,72.4,873.2,2909.57
North India,Bamboo Products,Hand-Painted,436.48,4463.47,24.9,743.0,888.39
South India,Toys,Hand-Painted,1755.08,5889.09,17.6,659.7,2171.86
Central India,Textiles,Handwoven,737.43,8180.66,97.2,407.5,1990.18
South India,Bamboo Products,Hand-Painted,1459.23,9883.79,62.1,262.7,2450.49
West India,Textiles,Handwoven,672.49,3949.63,98.2,979.5,1944.4
West India,Textiles,Handwoven,1816.53,569.41,34.4,797.4,2609.45
West India,Terracotta Pottery,Hand-Painted,296.94,8031.6,70.6,302.5,1218.03
North India,Terracotta Pottery,Hand-Painted,398.11,6083.37,23.0,847.7,773.43
West India,Toys,Handmade,1011.41,2065.57,26.9,759.2,1566.3
Central India,Painting & Decorative Arts,Handmade,209.78,4998.8,51.7,297.8,824.63
South India,Textiles,Machine-Assisted,432.16,7448.87,32.6,427.1,697.25
East India,Painting & Decorative Arts,Machine-Assisted,1890.34,7727.08,17.6,186.8,2086.16
Central India,Toys,Hand-Painted,1954.15,5046.22,27.0,111.9,2637.47
Central India,Textiles,Handwoven,783.71,3121.62,4.5,723.0,915.93
West India,Textiles,Machine-Assisted,1850.41,9740.05,70.7,268.2,2605.98
North India,Painting & Decorative Arts,Hand-Painted,1112.41,6667.29,49.7,820.2,2001.05
South India,Bamboo Products,Machine-Assisted,576.0,4141.55,10.3,995.6,756.86
North India,Terracotta Pottery,Handwoven,1419.68,2876.59,18.0,77.5,1928.97
South India,Bamboo Products,Hand-Painted,1334.86,7337.92,11.2,473.6,1767.53
South India,Painting & Decorative Arts,Handwoven,1978.79,2497.62,61.6,802.3,3182.24
North India,Terracotta Pottery,Hand-Painted,566.84,1799.93,10.3,789.2,771.74
Central India,Bamboo Products,Machine-Assisted,1360.52,5345.36,75.7,760.2,2173.05
South India,Terracotta Pottery,Handmade,151.45,2970.88,3.0,349.6,231.51
North India,Textiles,Machine-Assisted,271.61,6326.16,25.7,454.4,574.3
South India,Bamboo Products,Machine-Assisted,57.64,1267.59,89.2,595.4,958.94
East India,Terracotta Pottery,Handmade,1998.95,6583.92,72.1,974.0,3328.75
Central India,Terracotta Pottery,Handmade,1614.43,2904.64,8.2,328.2,2046.89
West India,Terracotta Pottery,Hand-Painted,1584.11,102.41,82.3,923.2,2814.33
South India,Bamboo Products,Hand-Painted,1043.97,1356.67,49.8,270.1,1922.96
East India,Toys,Handwoven,635.13,9342.79,84.8,989.1,1732.38
West India,Bamboo Products,Handwoven,344.97,8686.81,60.5,670.6,1202.62
West India,Painting & Decorative Arts,Machine-Assisted,605.12,2412.73,68.5,464.0,1285.61
South India,Bamboo Products,Handmade,783.14,7805.88,99.4,613.8,2191.37
North India,Terracotta Pottery,Handwoven,1524.8,6124.86,24.0,273.3,2174.5
South India,Textiles,Machine-Assisted,1102.34,9711.96,62.8,274.9,1751.85
East India,Bamboo Products,Handmade,201.09,3798.7,46.6,114.4,825.93
West India,Bamboo Products,Hand-Painted,85.16,6846.46,4.9,114.9,182.12
South India,Terracotta Pottery,Machine-Assisted,249.55,729.0,2.4,348.3,172.86
North India,Textiles,Hand-Painted,850.47,4022.85,12.8,763.1,1180.08
South India,Textiles,Handwoven,1869.73,9641.79,65.3,608.4,2971.47
Central India,Painting & Decorative Arts,Handwoven,1292.93,5435.91,57.1,103.5,2245.28
North India,Bamboo Products,Handmade,1613.56,2950.01,55.8,852.4,2548.72
East India,Textiles,Machine-Assisted,959.43,1290.68,4.2,601.8,942.18
West India,Textiles,Hand-Painted,755.25,7064.93,47.5,960.9,1556.55
South India,Toys,Handmade,261.38,6484.07,92.5,670.5,1477.13
North India,Toys,Handwoven,1758.07,3801.99,40.4,176.0,2594.28
Central India,Textiles,Handwoven,1577.16,9514.32,62.9,474.3,2656.63
North India,Painting & Decorative Arts,Machine-Assisted,377.83,319.81,78.2,648.8,1147.43
Central India,Textiles,Hand-Painted,1048.91,3106.87,78.6,29.2,2230.39
East India,Terracotta Pottery,Machine-Assisted,1000.38,9218.59,52.4,15.9,1490.58
